date	ticker	open	high	low	close	volume	close_sliding	criticalDay	happy
Fri May 07 00:00:00 EDT 2010	"GOOG"	500.0	505.32	481.33	493.14	50937	[562.69,562.45,566.71,567.12,568.8,571.01,568.22,563.54,567.49,566.22,572.73,586.77,589.0,595.3,550.145,550.1,555.04,554.3,547.06,544.99,531.64,529.06,529.19,532.0,525.695,530.6,506.37,509.76,498.67,493.14]	8	false
Mon May 10 00:00:00 EDT 2010	"GOOG"	513.31	522.82	512.6	521.65	41279	[562.45,566.71,567.12,568.8,571.01,568.22,563.54,567.49,566.22,572.73,586.77,589.0,595.3,550.145,550.1,555.04,554.3,547.06,544.99,531.64,529.06,529.19,532.0,525.695,530.6,506.37,509.76,498.67,493.14,521.65]	0	false
Tue May 11 00:00:00 EDT 2010	"GOOG"	515.01	519.88	508.22	509.05	33243	[566.71,567.12,568.8,571.01,568.22,563.54,567.49,566.22,572.73,586.77,589.0,595.3,550.145,550.1,555.04,554.3,547.06,544.99,531.64,529.06,529.19,532.0,525.695,530.6,506.37,509.76,498.67,493.14,521.65,509.05]	13	false
Wed May 12 00:00:00 EDT 2010	"GOOG"	511.3	512.04	502.0	505.39	38521	[567.12,568.8,571.01,568.22,563.54,567.49,566.22,572.73,586.77,589.0,595.3,550.145,550.1,555.04,554.3,547.06,544.99,531.64,529.06,529.19,532.0,525.695,530.6,506.37,509.76,498.67,493.14,521.65,509.05,505.39]	19	false
Thu May 13 00:00:00 EDT 2010	"GOOG"	516.0	522.0	510.37	510.88	33281	[568.8,571.01,568.22,563.54,567.49,566.22,572.73,586.77,589.0,595.3,550.145,550.1,555.04,554.3,547.06,544.99,531.64,529.06,529.19,532.0,525.695,530.6,506.37,509.76,498.67,493.14,521.65,509.05,505.39,510.88]	2	false
Fri May 14 00:00:00 EDT 2010	"GOOG"	508.89	510.99	496.25	507.53	41239	[571.01,568.22,563.54,567.49,566.22,572.73,586.77,589.0,595.3,550.145,550.1,555.04,554.3,547.06,544.99,531.64,529.06,529.19,532.0,525.695,530.6,506.37,509.76,498.67,493.14,521.65,509.05,505.39,510.88,507.53]	17	false
Mon May 17 00:00:00 EDT 2010	"GOOG"	505.66	508.3608	498.35	507.97	27965	[568.22,563.54,567.49,566.22,572.73,586.77,589.0,595.3,550.145,550.1,555.04,554.3,547.06,544.99,531.64,529.06,529.19,532.0,525.695,530.6,506.37,509.76,498.67,493.14,521.65,509.05,505.39,510.88,507.53,507.97]	2	false
Tue May 18 00:00:00 EDT 2010	"GOOG"	510.16	510.97	497.07	498.37	28302	[563.54,567.49,566.22,572.73,586.77,589.0,595.3,550.145,550.1,555.04,554.3,547.06,544.99,531.64,529.06,529.19,532.0,525.695,530.6,506.37,509.76,498.67,493.14,521.65,509.05,505.39,510.88,507.53,507.97,498.37]	14	false
Wed May 19 00:00:00 EDT 2010	"GOOG"	497.23	499.44	487.74	494.43	34463	[567.49,566.22,572.73,586.77,589.0,595.3,550.145,550.1,555.04,554.3,547.06,544.99,531.64,529.06,529.19,532.0,525.695,530.6,506.37,509.76,498.67,493.14,521.65,509.05,505.39,510.88,507.53,507.97,498.37,494.43]	11	false
Thu May 20 00:00:00 EDT 2010	"GOOG"	485.07	485.58	473.8015	475.01	49179	[566.22,572.73,586.77,589.0,595.3,550.145,550.1,555.04,554.3,547.06,544.99,531.64,529.06,529.19,532.0,525.695,530.6,506.37,509.76,498.67,493.14,521.65,509.05,505.39,510.88,507.53,507.97,498.37,494.43,475.01]	16	false
Fri May 21 00:00:00 EDT 2010	"GOOG"	469.06	485.0	464.4	472.05	96935	[572.73,586.77,589.0,595.3,550.145,550.1,555.04,554.3,547.06,544.99,531.64,529.06,529.19,532.0,525.695,530.6,506.37,509.76,498.67,493.14,521.65,509.05,505.39,510.88,507.53,507.97,498.37,494.43,475.01,472.05]	2	false
Mon May 24 00:00:00 EDT 2010	"GOOG"	481.0	489.79	476.8	477.16	43423	[586.77,589.0,595.3,550.145,550.1,555.04,554.3,547.06,544.99,531.64,529.06,529.19,532.0,525.695,530.6,506.37,509.76,498.67,493.14,521.65,509.05,505.39,510.88,507.53,507.97,498.37,494.43,475.01,472.05,477.16]	7	false
Tue May 25 00:00:00 EDT 2010	"GOOG"	467.56	477.45	464.01	477.07	30219	[589.0,595.3,550.145,550.1,555.04,554.3,547.06,544.99,531.64,529.06,529.19,532.0,525.695,530.6,506.37,509.76,498.67,493.14,521.65,509.05,505.39,510.88,507.53,507.97,498.37,494.43,475.01,472.05,477.16,477.07]	7	false
Wed May 26 00:00:00 EDT 2010	"GOOG"	482.07	489.76	475.0	475.47	34840	[595.3,550.145,550.1,555.04,554.3,547.06,544.99,531.64,529.06,529.19,532.0,525.695,530.6,506.37,509.76,498.67,493.14,521.65,509.05,505.39,510.88,507.53,507.97,498.37,494.43,475.01,472.05,477.16,477.07,475.47]	10	false
Thu May 27 00:00:00 EDT 2010	"GOOG"	484.86	492.31	481.05	490.46	28100	[550.145,550.1,555.04,554.3,547.06,544.99,531.64,529.06,529.19,532.0,525.695,530.6,506.37,509.76,498.67,493.14,521.65,509.05,505.39,510.88,507.53,507.97,498.37,494.43,475.01,472.05,477.16,477.07,475.47,490.46]	0	false
Fri May 28 00:00:00 EDT 2010	"GOOG"	492.91	493.45	483.0	485.63	28947	[550.1,555.04,554.3,547.06,544.99,531.64,529.06,529.19,532.0,525.695,530.6,506.37,509.76,498.67,493.14,521.65,509.05,505.39,510.88,507.53,507.97,498.37,494.43,475.01,472.05,477.16,477.07,475.47,490.46,485.63]	12	false
Tue Jun 01 00:00:00 EDT 2010	"GOOG"	480.43	491.06	480.12	482.37	26669	[555.04,554.3,547.06,544.99,531.64,529.06,529.19,532.0,525.695,530.6,506.37,509.76,498.67,493.14,521.65,509.05,505.39,510.88,507.53,507.97,498.37,494.43,475.01,472.05,477.16,477.07,475.47,490.46,485.63,482.37]	12	false
Wed Jun 02 00:00:00 EDT 2010	"GOOG"	486.41	493.8699	481.46	493.37	25407	[554.3,547.06,544.99,531.64,529.06,529.19,532.0,525.695,530.6,506.37,509.76,498.67,493.14,521.65,509.05,505.39,510.88,507.53,507.97,498.37,494.43,475.01,472.05,477.16,477.07,475.47,490.46,485.63,482.37,493.37]	4	false
Thu Jun 03 00:00:00 EDT 2010	"GOOG"	495.5	508.0	494.7	505.6	36518	[547.06,544.99,531.64,529.06,529.19,532.0,525.695,530.6,506.37,509.76,498.67,493.14,521.65,509.05,505.39,510.88,507.53,507.97,498.37,494.43,475.01,472.05,477.16,477.07,475.47,490.46,485.63,482.37,493.37,505.6]	1	false
Fri Jun 04 00:00:00 EDT 2010	"GOOG"	499.24	509.25	496.7	498.72	39239	[544.99,531.64,529.06,529.19,532.0,525.695,530.6,506.37,509.76,498.67,493.14,521.65,509.05,505.39,510.88,507.53,507.97,498.37,494.43,475.01,472.05,477.16,477.07,475.47,490.46,485.63,482.37,493.37,505.6,498.72]	9	true
Mon Jun 07 00:00:00 EDT 2010	"GOOG"	499.0	500.9099	483.15	485.52	36370	[531.64,529.06,529.19,532.0,525.695,530.6,506.37,509.76,498.67,493.14,521.65,509.05,505.39,510.88,507.53,507.97,498.37,494.43,475.01,472.05,477.16,477.07,475.47,490.46,485.63,482.37,493.37,505.6,498.72,485.52]	7	false
Tue Jun 08 00:00:00 EDT 2010	"GOOG"	487.09	488.84	477.54	484.78	26850	[529.06,529.19,532.0,525.695,530.6,506.37,509.76,498.67,493.14,521.65,509.05,505.39,510.88,507.53,507.97,498.37,494.43,475.01,472.05,477.16,477.07,475.47,490.46,485.63,482.37,493.37,505.6,498.72,485.52,484.78]	2	false
Wed Jun 09 00:00:00 EDT 2010	"GOOG"	487.28	488.88	472.0	474.02	27327	[529.19,532.0,525.695,530.6,506.37,509.76,498.67,493.14,521.65,509.05,505.39,510.88,507.53,507.97,498.37,494.43,475.01,472.05,477.16,477.07,475.47,490.46,485.63,482.37,493.37,505.6,498.72,485.52,484.78,474.02]	17	true
Thu Jun 10 00:00:00 EDT 2010	"GOOG"	480.45	488.5	475.84	487.01	25859	[532.0,525.695,530.6,506.37,509.76,498.67,493.14,521.65,509.05,505.39,510.88,507.53,507.97,498.37,494.43,475.01,472.05,477.16,477.07,475.47,490.46,485.63,482.37,493.37,505.6,498.72,485.52,484.78,474.02,487.01]	1	false
Fri Jun 11 00:00:00 EDT 2010	"GOOG"	482.5	488.71	481.62	488.5	17843	[525.695,530.6,506.37,509.76,498.67,493.14,521.65,509.05,505.39,510.88,507.53,507.97,498.37,494.43,475.01,472.05,477.16,477.07,475.47,490.46,485.63,482.37,493.37,505.6,498.72,485.52,484.78,474.02,487.01,488.5]	4	false
Mon Jun 14 00:00:00 EDT 2010	"GOOG"	493.75	494.5	483.19	483.19	20409	[530.6,506.37,509.76,498.67,493.14,521.65,509.05,505.39,510.88,507.53,507.97,498.37,494.43,475.01,472.05,477.16,477.07,475.47,490.46,485.63,482.37,493.37,505.6,498.72,485.52,484.78,474.02,487.01,488.5,483.19]	5	false
Tue Jun 15 00:00:00 EDT 2010	"GOOG"	483.08	500.4	482.18	497.99	42615	[506.37,509.76,498.67,493.14,521.65,509.05,505.39,510.88,507.53,507.97,498.37,494.43,475.01,472.05,477.16,477.07,475.47,490.46,485.63,482.37,493.37,505.6,498.72,485.52,484.78,474.02,487.01,488.5,483.19,497.99]	5	false
Wed Jun 16 00:00:00 EDT 2010	"GOOG"	496.85	504.0	496.11	501.27	22919	[509.76,498.67,493.14,521.65,509.05,505.39,510.88,507.53,507.97,498.37,494.43,475.01,472.05,477.16,477.07,475.47,490.46,485.63,482.37,493.37,505.6,498.72,485.52,484.78,474.02,487.01,488.5,483.19,497.99,501.27]	18	true
Thu Jun 17 00:00:00 EDT 2010	"GOOG"	503.44	505.87	496.69	500.08	19778	[498.67,493.14,521.65,509.05,505.39,510.88,507.53,507.97,498.37,494.43,475.01,472.05,477.16,477.07,475.47,490.46,485.63,482.37,493.37,505.6,498.72,485.52,484.78,474.02,487.01,488.5,483.19,497.99,501.27,500.08]	3	false
Fri Jun 18 00:00:00 EDT 2010	"GOOG"	502.68	503.47	498.13	500.03	28787	[493.14,521.65,509.05,505.39,510.88,507.53,507.97,498.37,494.43,475.01,472.05,477.16,477.07,475.47,490.46,485.63,482.37,493.37,505.6,498.72,485.52,484.78,474.02,487.01,488.5,483.19,497.99,501.27,500.08,500.03]	8	true
Mon Jun 21 00:00:00 EDT 2010	"GOOG"	499.82	500.967	484.89	488.56	29893	[521.65,509.05,505.39,510.88,507.53,507.97,498.37,494.43,475.01,472.05,477.16,477.07,475.47,490.46,485.63,482.37,493.37,505.6,498.72,485.52,484.78,474.02,487.01,488.5,483.19,497.99,501.27,500.08,500.03,488.56]	16	false
Tue Jun 22 00:00:00 EDT 2010	"GOOG"	489.71	496.6	485.73	486.25	22199	[509.05,505.39,510.88,507.53,507.97,498.37,494.43,475.01,472.05,477.16,477.07,475.47,490.46,485.63,482.37,493.37,505.6,498.72,485.52,484.78,474.02,487.01,488.5,483.19,497.99,501.27,500.08,500.03,488.56,486.25]	14	true
Wed Jun 23 00:00:00 EDT 2010	"GOOG"	485.67	486.89	478.16	482.05	20296	[505.39,510.88,507.53,507.97,498.37,494.43,475.01,472.05,477.16,477.07,475.47,490.46,485.63,482.37,493.37,505.6,498.72,485.52,484.78,474.02,487.01,488.5,483.19,497.99,501.27,500.08,500.03,488.56,486.25,482.05]	6	true
Thu Jun 24 00:00:00 EDT 2010	"GOOG"	479.18	482.75	473.261	475.1	18937	[510.88,507.53,507.97,498.37,494.43,475.01,472.05,477.16,477.07,475.47,490.46,485.63,482.37,493.37,505.6,498.72,485.52,484.78,474.02,487.01,488.5,483.19,497.99,501.27,500.08,500.03,488.56,486.25,482.05,475.1]	6	true
Fri Jun 25 00:00:00 EDT 2010	"GOOG"	477.11	477.646	470.56	472.68	22452	[507.53,507.97,498.37,494.43,475.01,472.05,477.16,477.07,475.47,490.46,485.63,482.37,493.37,505.6,498.72,485.52,484.78,474.02,487.01,488.5,483.19,497.99,501.27,500.08,500.03,488.56,486.25,482.05,475.1,472.68]	15	false
Mon Jun 28 00:00:00 EDT 2010	"GOOG"	472.55	477.55	469.01	472.08	17625	[507.97,498.37,494.43,475.01,472.05,477.16,477.07,475.47,490.46,485.63,482.37,493.37,505.6,498.72,485.52,484.78,474.02,487.01,488.5,483.19,497.99,501.27,500.08,500.03,488.56,486.25,482.05,475.1,472.68,472.08]	18	false
Tue Jun 29 00:00:00 EDT 2010	"GOOG"	463.45	464.55	451.12	454.26	35021	[498.37,494.43,475.01,472.05,477.16,477.07,475.47,490.46,485.63,482.37,493.37,505.6,498.72,485.52,484.78,474.02,487.01,488.5,483.19,497.99,501.27,500.08,500.03,488.56,486.25,482.05,475.1,472.68,472.08,454.26]	19	false
Wed Jun 30 00:00:00 EDT 2010	"GOOG"	453.2	457.83	444.72	444.95	36036	[494.43,475.01,472.05,477.16,477.07,475.47,490.46,485.63,482.37,493.37,505.6,498.72,485.52,484.78,474.02,487.01,488.5,483.19,497.99,501.27,500.08,500.03,488.56,486.25,482.05,475.1,472.68,472.08,454.26,444.95]	1	false
Thu Jul 01 00:00:00 EDT 2010	"GOOG"	445.22	448.4	433.63	439.49	35138	[475.01,472.05,477.16,477.07,475.47,490.46,485.63,482.37,493.37,505.6,498.72,485.52,484.78,474.02,487.01,488.5,483.19,497.99,501.27,500.08,500.03,488.56,486.25,482.05,475.1,472.68,472.08,454.26,444.95,439.49]	3	false
Fri Jul 02 00:00:00 EDT 2010	"GOOG"	441.62	442.2842	436.0	436.55	19362	[472.05,477.16,477.07,475.47,490.46,485.63,482.37,493.37,505.6,498.72,485.52,484.78,474.02,487.01,488.5,483.19,497.99,501.27,500.08,500.03,488.56,486.25,482.05,475.1,472.68,472.08,454.26,444.95,439.49,436.55]	19	false
Tue Jul 06 00:00:00 EDT 2010	"GOOG"	444.04	447.6699	433.63	436.07	25614	[477.16,477.07,475.47,490.46,485.63,482.37,493.37,505.6,498.72,485.52,484.78,474.02,487.01,488.5,483.19,497.99,501.27,500.08,500.03,488.56,486.25,482.05,475.1,472.68,472.08,454.26,444.95,439.49,436.55,436.07]	16	false
Wed Jul 07 00:00:00 EDT 2010	"GOOG"	438.34	451.29	435.38	450.2	31319	[477.07,475.47,490.46,485.63,482.37,493.37,505.6,498.72,485.52,484.78,474.02,487.01,488.5,483.19,497.99,501.27,500.08,500.03,488.56,486.25,482.05,475.1,472.68,472.08,454.26,444.95,439.49,436.55,436.07,450.2]	14	false
Thu Jul 08 00:00:00 EDT 2010	"GOOG"	452.73	457.33	449.66	456.56	26704	[475.47,490.46,485.63,482.37,493.37,505.6,498.72,485.52,484.78,474.02,487.01,488.5,483.19,497.99,501.27,500.08,500.03,488.56,486.25,482.05,475.1,472.68,472.08,454.26,444.95,439.49,436.55,436.07,450.2,456.56]	11	false
Fri Jul 09 00:00:00 EDT 2010	"GOOG"	472.0	473.26	462.78	467.49	43327	[490.46,485.63,482.37,493.37,505.6,498.72,485.52,484.78,474.02,487.01,488.5,483.19,497.99,501.27,500.08,500.03,488.56,486.25,482.05,475.1,472.68,472.08,454.26,444.95,439.49,436.55,436.07,450.2,456.56,467.49]	9	false
Mon Jul 12 00:00:00 EDT 2010	"GOOG"	472.38	479.44	471.08	475.83	33344	[485.63,482.37,493.37,505.6,498.72,485.52,484.78,474.02,487.01,488.5,483.19,497.99,501.27,500.08,500.03,488.56,486.25,482.05,475.1,472.68,472.08,454.26,444.95,439.49,436.55,436.07,450.2,456.56,467.49,475.83]	18	true
Tue Jul 13 00:00:00 EDT 2010	"GOOG"	482.19	492.99	480.28	489.2	39762	[482.37,493.37,505.6,498.72,485.52,484.78,474.02,487.01,488.5,483.19,497.99,501.27,500.08,500.03,488.56,486.25,482.05,475.1,472.68,472.08,454.26,444.95,439.49,436.55,436.07,450.2,456.56,467.49,475.83,489.2]	17	true
Wed Jul 14 00:00:00 EDT 2010	"GOOG"	489.88	493.83	486.46	491.336	31185	[493.37,505.6,498.72,485.52,484.78,474.02,487.01,488.5,483.19,497.99,501.27,500.08,500.03,488.56,486.25,482.05,475.1,472.68,472.08,454.26,444.95,439.49,436.55,436.07,450.2,456.56,467.49,475.83,489.2,491.336]	8	true
Thu Jul 15 00:00:00 EDT 2010	"GOOG"	491.73	494.7	482.68	494.02	48587	[505.6,498.72,485.52,484.78,474.02,487.01,488.5,483.19,497.99,501.27,500.08,500.03,488.56,486.25,482.05,475.1,472.68,472.08,454.26,444.95,439.49,436.55,436.07,450.2,456.56,467.49,475.83,489.2,491.336,494.02]	4	true
Fri Jul 16 00:00:00 EDT 2010	"GOOG"	469.06	470.56	459.52	459.605	78247	[498.72,485.52,484.78,474.02,487.01,488.5,483.19,497.99,501.27,500.08,500.03,488.56,486.25,482.05,475.1,472.68,472.08,454.26,444.95,439.49,436.55,436.07,450.2,456.56,467.49,475.83,489.2,491.336,494.02,459.605]	14	false
Mon Jul 19 00:00:00 EDT 2010	"GOOG"	461.0	469.65	457.52	466.18	45494	[485.52,484.78,474.02,487.01,488.5,483.19,497.99,501.27,500.08,500.03,488.56,486.25,482.05,475.1,472.68,472.08,454.26,444.95,439.49,436.55,436.07,450.2,456.56,467.49,475.83,489.2,491.336,494.02,459.605,466.18]	14	false
Tue Jul 20 00:00:00 EDT 2010	"GOOG"	461.08	482.99	460.6	481.59	40568	[484.78,474.02,487.01,488.5,483.19,497.99,501.27,500.08,500.03,488.56,486.25,482.05,475.1,472.68,472.08,454.26,444.95,439.49,436.55,436.07,450.2,456.56,467.49,475.83,489.2,491.336,494.02,459.605,466.18,481.59]	6	false
Wed Jul 21 00:00:00 EDT 2010	"GOOG"	483.6	485.7	475.4301	477.5	32853	[474.02,487.01,488.5,483.19,497.99,501.27,500.08,500.03,488.56,486.25,482.05,475.1,472.68,472.08,454.26,444.95,439.49,436.55,436.07,450.2,456.56,467.49,475.83,489.2,491.336,494.02,459.605,466.18,481.59,477.5]	3	false
Thu Jul 22 00:00:00 EDT 2010	"GOOG"	482.88	488.98	482.48	484.81	21484	[487.01,488.5,483.19,497.99,501.27,500.08,500.03,488.56,486.25,482.05,475.1,472.68,472.08,454.26,444.95,439.49,436.55,436.07,450.2,456.56,467.49,475.83,489.2,491.336,494.02,459.605,466.18,481.59,477.5,484.81]	9	true
Fri Jul 23 00:00:00 EDT 2010	"GOOG"	480.78	490.59	480.01	490.06	22671	[488.5,483.19,497.99,501.27,500.08,500.03,488.56,486.25,482.05,475.1,472.68,472.08,454.26,444.95,439.49,436.55,436.07,450.2,456.56,467.49,475.83,489.2,491.336,494.02,459.605,466.18,481.59,477.5,484.81,490.06]	6	true
Mon Jul 26 00:00:00 EDT 2010	"GOOG"	489.1	490.749	484.88	488.97	19966	[483.19,497.99,501.27,500.08,500.03,488.56,486.25,482.05,475.1,472.68,472.08,454.26,444.95,439.49,436.55,436.07,450.2,456.56,467.49,475.83,489.2,491.336,494.02,459.605,466.18,481.59,477.5,484.81,490.06,488.97]	7	true
Tue Jul 27 00:00:00 EDT 2010	"GOOG"	490.17	497.5	490.17	492.63	24519	[497.99,501.27,500.08,500.03,488.56,486.25,482.05,475.1,472.68,472.08,454.26,444.95,439.49,436.55,436.07,450.2,456.56,467.49,475.83,489.2,491.336,494.02,459.605,466.18,481.59,477.5,484.81,490.06,488.97,492.63]	15	true
Wed Jul 28 00:00:00 EDT 2010	"GOOG"	495.05	495.25	482.67	484.35	25024	[501.27,500.08,500.03,488.56,486.25,482.05,475.1,472.68,472.08,454.26,444.95,439.49,436.55,436.07,450.2,456.56,467.49,475.83,489.2,491.336,494.02,459.605,466.18,481.59,477.5,484.81,490.06,488.97,492.63,484.35]	16	true
Thu Jul 29 00:00:00 EDT 2010	"GOOG"	485.95	488.88	479.33	484.99	26754	[500.08,500.03,488.56,486.25,482.05,475.1,472.68,472.08,454.26,444.95,439.49,436.55,436.07,450.2,456.56,467.49,475.83,489.2,491.336,494.02,459.605,466.18,481.59,477.5,484.81,490.06,488.97,492.63,484.35,484.99]	16	true
Fri Jul 30 00:00:00 EDT 2010	"GOOG"	479.34	487.36	479.14	484.85	21444	[500.03,488.56,486.25,482.05,475.1,472.68,472.08,454.26,444.95,439.49,436.55,436.07,450.2,456.56,467.49,475.83,489.2,491.336,494.02,459.605,466.18,481.59,477.5,484.81,490.06,488.97,492.63,484.35,484.99,484.85]	3	true
Mon Aug 02 00:00:00 EDT 2010	"GOOG"	488.98	493.28	486.94	490.41	18674	[488.56,486.25,482.05,475.1,472.68,472.08,454.26,444.95,439.49,436.55,436.07,450.2,456.56,467.49,475.83,489.2,491.336,494.02,459.605,466.18,481.59,477.5,484.81,490.06,488.97,492.63,484.35,484.99,484.85,490.41]	12	true
Wed Aug 04 00:00:00 EDT 2010	"GOOG"	492.3	507.0	491.05	506.32	38141	[486.25,482.05,475.1,472.68,472.08,454.26,444.95,439.49,436.55,436.07,450.2,456.56,467.49,475.83,489.2,491.336,494.02,459.605,466.18,481.59,477.5,484.81,490.06,488.97,492.63,484.35,484.99,484.85,490.41,506.32]	18	true
Thu Aug 05 00:00:00 EDT 2010	"GOOG"	505.85	508.6	503.559	508.1	24264	[482.05,475.1,472.68,472.08,454.26,444.95,439.49,436.55,436.07,450.2,456.56,467.49,475.83,489.2,491.336,494.02,459.605,466.18,481.59,477.5,484.81,490.06,488.97,492.63,484.35,484.99,484.85,490.41,506.32,508.1]	19	true
Fri Aug 06 00:00:00 EDT 2010	"GOOG"	505.12	505.74	496.05	500.22	33216	[475.1,472.68,472.08,454.26,444.95,439.49,436.55,436.07,450.2,456.56,467.49,475.83,489.2,491.336,494.02,459.605,466.18,481.59,477.5,484.81,490.06,488.97,492.63,484.35,484.99,484.85,490.41,506.32,508.1,500.22]	19	true
Mon Aug 09 00:00:00 EDT 2010	"GOOG"	502.25	505.5	501.3632	505.35	18732	[472.68,472.08,454.26,444.95,439.49,436.55,436.07,450.2,456.56,467.49,475.83,489.2,491.336,494.02,459.605,466.18,481.59,477.5,484.81,490.06,488.97,492.63,484.35,484.99,484.85,490.41,506.32,508.1,500.22,505.35]	0	true
Tue Aug 10 00:00:00 EDT 2010	"GOOG"	501.71	506.0	498.57	503.71	20755	[472.08,454.26,444.95,439.49,436.55,436.07,450.2,456.56,467.49,475.83,489.2,491.336,494.02,459.605,466.18,481.59,477.5,484.81,490.06,488.97,492.63,484.35,484.99,484.85,490.41,506.32,508.1,500.22,505.35,503.71]	10	true
Wed Aug 11 00:00:00 EDT 2010	"GOOG"	497.72	498.0	491.5	491.74	22260	[454.26,444.95,439.49,436.55,436.07,450.2,456.56,467.49,475.83,489.2,491.336,494.02,459.605,466.18,481.59,477.5,484.81,490.06,488.97,492.63,484.35,484.99,484.85,490.41,506.32,508.1,500.22,505.35,503.71,491.74]	5	true
Thu Aug 12 00:00:00 EDT 2010	"GOOG"	483.94	494.75	482.51	492.01	22050	[444.95,439.49,436.55,436.07,450.2,456.56,467.49,475.83,489.2,491.336,494.02,459.605,466.18,481.59,477.5,484.81,490.06,488.97,492.63,484.35,484.99,484.85,490.41,506.32,508.1,500.22,505.35,503.71,491.74,492.01]	7	true
Fri Aug 13 00:00:00 EDT 2010	"GOOG"	488.94	491.19	486.01	486.35	19400	[439.49,436.55,436.07,450.2,456.56,467.49,475.83,489.2,491.336,494.02,459.605,466.18,481.59,477.5,484.81,490.06,488.97,492.63,484.35,484.99,484.85,490.41,506.32,508.1,500.22,505.35,503.71,491.74,492.01,486.35]	12	true
Mon Aug 16 00:00:00 EDT 2010	"GOOG"	483.68	489.87	480.5019	485.59	13066	[436.55,436.07,450.2,456.56,467.49,475.83,489.2,491.336,494.02,459.605,466.18,481.59,477.5,484.81,490.06,488.97,492.63,484.35,484.99,484.85,490.41,506.32,508.1,500.22,505.35,503.71,491.74,492.01,486.35,485.59]	4	true
Tue Aug 17 00:00:00 EDT 2010	"GOOG"	488.37	494.7	486.03	490.52	18906	[436.07,450.2,456.56,467.49,475.83,489.2,491.336,494.02,459.605,466.18,481.59,477.5,484.81,490.06,488.97,492.63,484.35,484.99,484.85,490.41,506.32,508.1,500.22,505.35,503.71,491.74,492.01,486.35,485.59,490.52]	14	true
Thu Aug 19 00:00:00 EDT 2010	"GOOG"	481.41	482.51	467.25	467.97	39255	[450.2,456.56,467.49,475.83,489.2,491.336,494.02,459.605,466.18,481.59,477.5,484.81,490.06,488.97,492.63,484.35,484.99,484.85,490.41,506.32,508.1,500.22,505.35,503.71,491.74,492.01,486.35,485.59,490.52,467.97]	16	false
Fri Aug 20 00:00:00 EDT 2010	"GOOG"	467.26	471.59	461.0201	462.02	39233	[456.56,467.49,475.83,489.2,491.336,494.02,459.605,466.18,481.59,477.5,484.81,490.06,488.97,492.63,484.35,484.99,484.85,490.41,506.32,508.1,500.22,505.35,503.71,491.74,492.01,486.35,485.59,490.52,467.97,462.02]	1	false
